RecordedDate,ResponseId,Duration,age,age_group,region,region_group,locality,gender,education,education_grouped,nationality,trust_president_Q7_1,trust_gov_Q7_2,putin_approve_Q8,president_candidate_Q9,street_action_Q10,law_Q11,protest_authorization_Q12_1,protest_arrest_participants_Q12_2,protest_arrest_organizers_Q12_3,media_foreign_websites_Q13_1,media_surveilliance_Q13_2,media_foreign_agents_Q13_3,navalny_Q14,citizen_proud_Q15,protest_participate_authorized_Q16_1,protest_participate_unauthorized_Q16_2,follow_politics_Q17,information_source_Q18,tv_channels_Q19,tv_channels_grouped_Q19,trust_regional_federal_Q20,list_experiment_control_Q21_v1,list_experiment_treatment_Q21_v2,group_experiment_v1_admin,group_experiment_v1_protesters,group_experiment_v1_police,group_experiment_v2_admin,group_experiment_v2_protesters,group_experiment_v2_police,group_experiment_v3_admin,group_experiment_v3_protesters,group_experiment_v3_police,group_experiment_v4_admin,group_experiment_v4_protesters,group_experiment_v4_police,group_experiment_v5_admin,group_experiment_v5_protesters,group_experiment_v5_police,group_experiment_v6_admin,group_experiment_v6_protesters,group_experiment_v6_police,group_experiment_v7_admin,group_experiment_v7_protesters,group_experiment_v7_police,group_experiment_v8_admin,group_experiment_v8_protesters,group_experiment_v8_police,protest_attitude_Q23,family_finance_today_Q24,russian_economy_Q25,personal_wealth_Q26,trust_others_Q27,type,list_exp_treatment,list_exp_response,weights,direct
2023-07-26T15:52:55Z,R_3gL41q9Ogb4axhT,308,35,3,Москва,Moscow/St Petersburg,Москва,1,Высшее образование (магистратура),1,Русские,Совсем не доверяют,Совсем не доверяют,Не одобряю,Павел Грудинин,"5
влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,no_answer,Скорее согласны,no_answer,no_answer,Постоянно,Интернет-ресурсы,Ничего из перечисленного,Other,no_answer,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,Денег хватает только на самое необходимое ,"Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",Совершенно не согласны,9,1,2,0.32816843123509315,0
2023-07-26T15:53:00Z,R_bf5YhcQGi0KtO9j,254,45,4,Пензенская область,Other,В городе 250-500 тыс. жителей,1,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",2,Русские,Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,2,"Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,"Россия 1/Россия 24 ,РБК ,Первый канал ,РЕН ТВ ,НТВ ,Телеканал Звезда ,Пятый канал ,ТВ Центр  ,ТНТ ,ТВ-3 ,СТС",Watches Channel 1,Скорее региональным,2,NA,NA,NA,NA,"Скорее, не одобряю","Скорее, одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",Скорее согласны,14,0,2,1.0189108453275262,1
2023-07-26T15:53:01Z,R_2fqcb3RQiqySmb1,285,34,2,Чувашская Республика - Чувашия,Other,В городе 500 тыс.-1 млн. жителей,2,Высшее образование (бакалавриат / специалитет),1,Чуваши,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,4,"Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Скорее оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Очень редко,Телевидение,"Россия 1/Россия 24 ,Телеканал Звезда ,Пятый канал",Other,В равной степени региональным и федеральным,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Определенно, не одобряю","Определенно, одобряю",Не поддерживаете,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,Скорее согласны,7,0,1,0.36844799993394833,1
2023-07-26T15:53:08Z,R_3mfB4ubN17UZSXG,302,54,4,Волгоградская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),1,Высшее образование (магистратура),1,Русские,Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,"Россия 1/Россия 24 ,НТВ ,ТНТ",Other,В равной степени региональным и федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Определенно, не одобряю","Определенно, одобряю",NA,NA,NA,Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше",Практически ничего не изменилось,Скорее не согласны,13,1,2,0.2428593785317998,1
2023-07-26T15:53:14Z,R_1mwIkXiBMci5IaI,110,27,2,Москва,Moscow/St Petersburg,Москва,2,Высшее образование (магистратура),1,Русские,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,Other,no_answer,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,no_answer,no_answer,7,1,2,0.36844799993394833,0
2023-07-26T15:53:19Z,R_1gSAyfeD77l3X9i,313,43,3,Самарская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),1,Высшее образование (бакалавриат / специалитет),1,Татары,"Отчасти доверяют, отчасти не доверяют",Скорее не доверяют,no_answer,Павел Грудинин,"5
влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,НТВ ,Телеканал Звезда ,Russia Today ,ТНТ ,ТВ-3 ,СТС",Watches Channel 1,no_answer,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, не одобряю","Определенно, одобряю","Определенно, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше","Стало немного хуже, чем раньше",Скорее не согласны,9,1,1,0.32816843123509315,0
2023-07-26T15:53:41Z,R_AmNyMb4gXksJZNn,312,42,3,Челябинская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),2,Высшее образование (бакалавриат / специалитет),1,Русские,"Отчасти доверяют, отчасти не доверяют",Совсем не доверяют,no_answer,Павел Грудинин,2,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Полностью не оправдано,Полностью не оправдано,Скорее оправданно,no_answer,"В чем-то согласны, в чем-то нет","Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Интернет-ресурсы,"НТВ ,ТНТ ,СТС",Other,В равной степени региональным и федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, не одобряю",no_answer,no_answer,"Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше","Стало немного хуже, чем раньше",Скорее согласны,11,1,2,0.39773054961888926,0
2023-07-26T15:54:10Z,R_3Rz0ytW3ZYqvgJg,338,32,2,Костромская область,Other,В городе 250-500 тыс. жителей,1,Высшее образование (магистратура),1,Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,no_answer,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,no_answer,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,"Россия 1/Россия 24 ,Первый канал ,НТВ",Watches Channel 1,Федеральным,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",Скорее согласны,5,0,2,0.4316494782613778,1
2023-07-26T15:54:15Z,R_2dtKDJ0pOHy24rU,263,48,4,Ханты-Мансийский автономный округ – Югра,Other,В городе 500 тыс.-1 млн. жителей,2,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",2,Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,no_answer,"Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,no_answer,Совершенно согласны,no_answer,no_answer,Иногда,Социальные сети и мессенджеры,Первый канал,Watches Channel 1,Скорее федеральным,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно лучше, чем раньше","Стало немного хуже, чем раньше",no_answer,16,0,2,1.9887800021212638,1
2023-07-26T15:54:18Z,R_2bQn3z6qW5neNPF,176,26,2,Республика Татарстан (Татарстан),Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),2,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",2,Русские,Скорее доверяют,Скорее доверяют,no_answer,Не стал бы участвовать в выборах,"1
не влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее оправданно,Скорее оправданно,Совершенно оправданно,Скорее оправданно,Совершенно оправданно,Не одобряю,Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",no_answer,Не слежу,Социальные сети и мессенджеры,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,ТНТ",Watches Channel 1,Региональным,NA,2,NA,NA,NA,"Скорее, одобряю",no_answer,"Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,В настоящее время Вы можете практически ни в чем себе не отказывать,Практически ничего не изменилось,"Стало немного хуже, чем раньше",Скорее согласны,8,1,2,1.2668184180132978,0
2023-07-26T15:54:21Z,R_3hAaRkGFqmcOqI2,294,54,4,Республика Дагестан,Other,В городе 100-250 тыс. жителей,1,Незаконченное высшее (не менее трех курсов вуза),2,Лезгины,Скорее доверяют,Скорее доверяют,no_answer,Опустили бы недействительный бюллетень / испортили или унесли бюллетень,"5
влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,no_answer,Не одобряю,Скорее согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Постоянно,Интернет-ресурсы,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,Телеканал Звезда ,СТС",Watches Channel 1,Скорее региональным,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, не одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,"Поддерживаете, и готовы принять участие","Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",Скорее согласны,14,1,4,1.0189108453275262,0
2023-07-26T15:54:29Z,R_AFGvGD8Ez2BMOL7,373,47,4,Тульская область,Other,В городе 500 тыс.-1 млн. жителей,1,"Законченное среднее образование (школа, лицей, гимназия)",2,Русские,"Отчасти доверяют, отчасти не доверяют",Скорее не доверяют,Не одобряю,Сергей Миронов,2,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Не одобряю,Скорее согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,"РЕН ТВ ,НТВ ,ТВ-3 ,СТС",Other,no_answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",Скорее не согласны,14,0,1,1.0189108453275262,0
