data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,War-related,Pro-regime,Type,Mention of authorisation,Authorisation- notes
9361380,643,RUS8394,8394,04 June 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Students (Russia); Teachers (Russia),6,,,0,60,Europe,Russia,Penza,Penza,,Penza,53.2007,45.0046,1,Penzenskaya Pravda,Subnational,"On 4 June 2022, students and teachers of Penza state agrarian university took part in a rally in Penza in support of the Russian armed forces in Ukraine. [size=no report]",0,1655227262,RUS,1,1,Political,0,
9352806,643,RUS8360,8360,03 June 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Government of Russia (2000-); Former Military Forces of Russia (2000-),6,,,0,60,Europe,Russia,Yaroslavl,Yaroslavl,,Yaroslavl,57.6198,39.8554,1,1yar.tv,Subnational,"On 3 June 2022, over 5 000 residents, including veterans and government officials, gathered in Yaroslavl to participate in a concert-rally in support of the Russian military invasion of Ukraine. [size=over 5 000]",0,1654627711,RUS,1,1,Political,0,
9353509,643,RUS8379,8379,03 June 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,Europe,Russia,Nizhny Novgorod,Nizhniy Novgorod,,Nizhny Novgorod,56.2946,43.9412,1,Newsroom24,Subnational,"On 3 June 2022, residents staged a protest in Nizhny Novgorod against the concert of a popular music band because of its singer's previous statements in support of Ukraine. [size=no report]",0,1654627712,RUS,1,0,Cultural,0,
9352757,643,RUS8378,8378,02 June 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,Europe,Russia,Ryazan,Ryazan,,Ryazan,54.6269,39.6916,1,ya62.ru; Argumenty I Fakty,Subnational-National,"On 2 June 2022, around 100 people took part in a rally in Ryazan against the construction of a sand pit near the village of Zaokskoe. [size=around 100]",0,1654627711,RUS,0,0,Environmental,0,
9353528,643,RUS8377,8377,02 June 2022,2022,1,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Moscow,,,Moscow,55.7522,37.6156,1,OVD Info,National,"On 2 June 2022, three protesters held pickets at different locations in Moscow, protesting against the Russian military invasion of Ukraine. Police intervened in the event, arresting all protesters. [size=3]",0,1654627713,RUS,1,0,Political,0,
9353219,643,RUS8364,8364,01 June 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,Europe,Russia,Saratov,Saratov,,Saratov,51.5406,46.0086,1,KPRF,Other,"On 1 June 2022, hundreds of KPRF activists took part in an action in Saratov, organized by the Central Committee of the Communist Party against anti-KPRF policies of the city administration. [size=hundreds]",0,1654627712,RUS,0,0,Political,0,
9353215,643,RUS8356,8356,31 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Former Military Forces of Russia (2000-); Combat Brotherhood,6,,,0,60,Europe,Russia,Magadan,Magadan,,Magadan,59.5638,150.8035,1,Kolyma Plus,Subnational,"On 31 May 2022, over 700 people gathered in Magadan to participate in a demonstration, organized by a veterans' organization Combat Brotherhood, in support of the Russian military forces in Ukraine. [size=over 700]",0,1654627712,RUS,1,1,Political,0,
9353239,643,RUS8367,8367,31 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Teachers (Russia); Students (Russia),6,,,0,60,Europe,Russia,Sverdlovsk,Ekaterinburg,,Yekaterinburg,56.8519,60.6122,1,MediaZone,National,"On 31 May 2022, parents, teachers and former students gathered in front of a gymnasium in Yekaterinburg, protesting against a statement made by the minister of education of Sverdlovsk oblast, who had demanded to dismiss the head of the gymnasium for allowing graduate students to perform a prom dance bare-chested and in harness. Some parents accused the lyceum of 'gay propaganda.' [size=no report]",0,1654627712,RUS,0,0,Cultural,0,
9353550,643,RUS8363,8363,31 May 2022,2022,1,Protests,Protest with intervention,Protesters (Russia),Government of Russia (2000-); Yabloko: Russian United Democratic Party,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Moscow,,,Moscow,55.7522,37.6156,1,RBC,National,"On 31 May 2022, residents gathered in Moscow to prevent illegal laying of communications on Efremov Street. Police arrested a Moscow Duma deputy from an opposition political party Yabloko, who joined the protesters. [size=no report]",0,1654627713,RUS,0,0,Legal,0,
9353558,643,RUS8355,8355,31 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Chuvash Ethnic Group (Russia),6,,,0,60,Europe,Russia,Republic of Chuvash,Morgaushskiy,,Akramovo,55.9653,46.876,1,RFE/RL,International,"On 31 May 2022, Chuvash activists staged a demonstration in Akramovo, commemorating the Akram rebellion - one of the largest peasant uprisings, in which Chuvash peasants opposed the introduction of new taxes. [size=no report]",0,1654627713,RUS,0,0,Cultural,0,
9360635,643,RUS8357,8357,31 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Former Military Forces of Russia (2000-); Combat Brotherhood,6,,,0,60,Europe,Russia,Ulyanovsk,Ulyanovsk,,Ulyanovsk,54.3282,48.3866,1,Ulyanovskaya Pravda; Combat Brotherhood,Subnational-National,"On 31 May 2022, over 350 residents, including veterans and members of Combat Brotherhood, gathered in Ulyanovsk in support of the Russian military forces in Ukraine. [size=over 350]",0,1655227260,RUS,1,1,Political,0,
9352754,643,RUS8362,8362,30 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Government of Russia (2000-); Military Forces of Russia (2000-),6,,,0,60,Europe,Russia,Tambov,Tambov,,Tambov,52.7317,41.4433,1,Tayga.Info; GTRK Tambov,Subnational-National,"On 30 May 2022, over 5 000 people, including members of Russian military forces, gathered in Tambov to participate in a concert-rally in support of the Russian military invasion of Ukraine. Most participants were public sector employees, who were pressured to participate by their superiors. [size=over 5 000]",0,1654627711,RUS,1,1,Political,0,
9353046,643,RUS8359,8359,30 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Government of Russia (2000-); Former Military Forces of Russia (2000-),6,,,0,60,Europe,Russia,Rostov,Volgodonsk,,Volgodonsk,47.5071,42.2054,1,Donday.ru,National,"On 30 May 2022, over 3 000 residents, including high-ranking government officials and veterans, gathered in Volgodonsk to participate in a concert-rally in support of the Russian military invasion of Ukraine. [size=over 3 000]",0,1654627711,RUS,1,1,Political,0,
9353565,643,RUS8361,8361,30 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Government of Russia (2000-); Military Forces of Russia (2000-),6,,,0,60,Europe,Russia,Samara,Samara,,Samara,53.2001,50.15,1,RuNews24,National,"On 30 May 2022, residents, including high-ranking government and military officials, gathered in Samara in support of the Russian military invasion of Ukraine. [size=no report]",0,1654627713,RUS,1,1,Political,0,
9353595,643,RUS8365,8365,30 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Labour Group (Russia),6,,,0,60,Europe,Russia,Krasnoyarsk,Severo-Eniseyskiy,,Yeruda,59.859,93.3305,1,Tayga.Info,National,"On 30 May 2022, workers staged a strike and marched on the territory of a gold mining corporation in Yeruda, protesting against payment delays. [size=no report]",0,1654627713,RUS,0,0,Economic,0,
9344668,643,RUS8353,8353,27 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,Europe,Russia,Krasnoyarsk,Krasnoyarsk,,Krasnoyarsk,56.0184,92.8672,1,Komsomolskaya Pravda,National,"On 27 May 2022, residents gathered in Krasnoyarsk, protesting against tree clearance in the city center. [size=no report]",0,1654008408,RUS,0,0,Environmental,0,
9344670,643,RUS8350,8350,26 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Government of Russia (2000-); Former Military Forces of Russia (2000-),6,,,0,60,Europe,Russia,Rostov,Volgodonsk,,Volgodonsk,47.5071,42.2054,1,Komsomolskaya Pravda,National,"On 26 May 2022, over 3 000 residents participated in a concert-rally in Volgodonsk in support of the Russian military invasion of Ukraine. High-ranking government officials and veterans were present at the rally. [size=over 3 000]",0,1654008408,RUS,1,1,Political,0,
9344708,643,RUS8344,8344,25 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,Europe,Russia,Saint Petersburg,Admiralteyskiy,,St. Petersburg,59.931,30.3049,1,Megapolis Online,Subnational,"On 25 May 2022, residents gathered in St. Petersburg, protesting against the construction of alluvial territories in the northern part of Vasilyevsky Island. [size=no report]",0,1654008408,RUS,0,0,Environmental,0,
9344950,643,RUS8343,8343,25 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,Europe,Russia,Nizhny Novgorod,Nizhniy Novgorod,,Nizhny Novgorod,56.2946,43.9412,1,ProGorodNN,Subnational,"On 25 May 2022, residents, who bought apartments in a new building that is currently under construction, gathered in Nizhny Novgorod, demanding to finish the construction of the building. The construction works have barely started, despite promises to finish the works in September 2022. [size=no report]",0,1654008409,RUS,0,0,Social,0,
9344395,643,RUS8337,8337,24 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Government of Russia (2000-); Police Forces of Russia (2000-),6,,,0,60,Europe,Russia,Bryansk,Bryansk,,Bryansk,53.2521,34.3717,1,Bryansk Today,Subnational,"On 24 May 2022, residents gathered in Bryansk to participate in a concert-rally in support of the Russian military invasion of Ukraine. Government officials and members of police forces took part in the event. [size=no report]",0,1654008407,RUS,1,1,Political,0,
9344927,643,RUS8339,8339,24 May 2022,2022,1,Protests,Protest with intervention,Protesters (Russia),,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Moscow,,,Moscow,55.7522,37.6156,1,OVD Info,National,"On 24 May 2022, activists gathered near Bitsevsky Park in Moscow, trying to stop construction works in the park. Police intervened in the event, arresting two protesters. [size=no report]",0,1654008409,RUS,0,0,Environmental,0,
9344967,643,RUS8338,8338,24 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,Europe,Russia,Republic of Kalmykia,Elista,,Elista,46.3078,44.2558,1,Rossiyskaya Gazeta,National,"On 24 May 2022, residents gathered in Elista to take part in a demonstration in support of the Russian military invasion of Ukraine. [size=no report]",0,1654008409,RUS,1,1,Political,0,
9344629,643,RUS8335,8335,23 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Students (Russia),6,,,0,60,Europe,Russia,Volgograd,Volgograd,,Volgograd,48.7194,44.5018,1,GTRK Volgograd,Subnational,"On 23 May 2022, dozens of students participated in a demonstration in Volgograd in support of the Russian military invasion of Ukraine. [size=dozens]",0,1654008408,RUS,1,1,Political,0,
9344964,643,RUS8334,8334,23 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,Europe,Russia,Republic of Karachay-Cherkessia,Cherkesskiy,,Cherkessk,44.2233,42.0578,1,RIA Novosti,National,"On 23 May 2022, several dozen of people participated in a demonstration in Cherkessk in support of the Russian president and Russian military forces relating to the invasion of Ukraine. [size=several dozen]",0,1654008409,RUS,1,1,Political,0,
9344143,643,RUS8332,8332,22 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),LKSM: Leninist Komsomol of the Russian Federation; KPRF: Communist Party of the Russian Federation,6,,,0,60,Europe,Russia,Altai,Barnaul,,Barnaul,53.3606,83.7636,1,AMIC; MBK Media,National,"On 22 May 2022, five LKSM activists held pickets in Barnaul, protesting against construction works at Rechnoy train station. [size=5]",0,1654008406,RUS,0,0,Environmental,0,
9344141,643,RUS8329,8329,21 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Circassian Ethnic Group (Russia),6,,,0,60,Europe,Russia,Republic of Kabardino-Balkaria,Nalchik,,Nalchik,43.4981,43.6189,1,Dosh Magazine; TASS,National,"On 21 May 2022, over 1000 residents, including members of the Circassian minority, marched in Nalchik, commemorating the victims of the Caucasian War, despite previous attempts by the administration to ban the event. [size=over 1000]",0,1654008406,RUS,0,0,Cultural,1,Notes that authorities attempted to ban the event
9344364,643,RUS8330,8330,21 May 2022,2022,2,Protests,Peaceful protest,Protesters (Russia),,6,,,0,60,Europe,Russia,Republic of Bashkortostan,Ufa,,Ufa,54.7852,56.0456,1,Activatica,Other,"Around 21 May 2022 (as reported), residents staged a flash mob in Ufa, protesting against construction works near Gafuri park. [size=no report]",0,1654008407,RUS,0,0,Environmental,0,
9294351,643,RUS8289,8289,20 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Government of Russia (2000-),6,,,0,60,Europe,Russia,Republic of Karelia,Petrozavodskiy,,Petrozavodsk,61.7961,34.3493,1,GTRK Karelia,Subnational,"On 20 May 2022, residents gathered in Petrozavodsk to participate in a government-organized concert-rally in support of the Russian military forces and the Russian president. [size=no report]",0,1653401105,RUS,1,1,Political,0,
9293843,643,RUS8282,8282,19 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation; ZNS: For New Socialism; LF: Left Front,6,,,0,60,Europe,Russia,Altai,Barnaul,,Barnaul,53.3606,83.7636,1,Tayga.Info; Activatica,Other-National,"On 19 May 2022, activists from KPRF, Left Front, and For New Socialism movement participated in a protest in Barnaul against rising prices. The administration of Barnaul had earlier tried to ban the event, but activists appealed the decision in court and received the authorization. [size=no report]",0,1653401104,RUS,0,0,Economic,1,Authorisation initially denied but city hall’s decision overturned in court
9294388,643,RUS8283,8283,19 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,Europe,Russia,Saratov,Saratov,,Saratov,51.5406,46.0086,1,KPRF,Other,"On 19 May 2022, KPRF activists participated in coordinated pickets at different locations in Saratov, commemorating the 100th anniversary of the All-Union Pioneer Organization and criticizing the authorities for neglecting the historical role of this organization. [size=no report]",0,1653401105,RUS,0,0,Cultural,0,
9294571,643,RUS8284,8284,19 May 2022,2022,1,Protests,Protest with intervention,Protesters (Russia),NOD: National Liberation Movement,6,Police Forces of Russia (2000-),,1,16,Europe,Russia,Krasnoyarsk,Krasnoyarsk,,Krasnoyarsk,56.0184,92.8672,1,OVD Info,National,"On 19 May 2022, 3 NOD activists held pickets in Krasnoyarsk, demanding the recognition of the disintegration of the USSR into independent states as illegal. Police intervened in the event, arresting the protesters. [size=3]",0,1653401106,RUS,0,0,Political,0,
9293841,643,RUS8275,8275,18 May 2022,2022,1,Protests,Peaceful protest,Protesters (Russia),Tatar Ethnic Group (Russia),6,,,0,60,Europe,Russia,Republic of Tatarstan,Kazan,,Kazan,55.7887,49.1221,1,RFE/RL; Activatica,Other-International,"On 18 May 2022, activists of the Union of Tatar Youth 'Azatlyk' participated in a picket in Kazan in memory of the victims of the deportation of the Crimean Tatars in 1944. [size=no report]",0,1653401104,RUS,0,0,Cultural,0,
